,Party,Polarization,Unanimity,Yes polarization,Republican yes votes,Republican no votes,Democratic yes votes,Democratic no votes,Republican yes,Democratic yes,Party polarization,Title,title_w_breaks,Date,Session,Key,Democratic votes yes/no,Republican votes yes/no
2476,Democratic,-0.987012987012987,0.987012987012987,-0.987012987012987,0,60,76,1,0.0,0.987012987012987,-0.987012987012987,An Act Regarding Campaign Finance Reform,An Act Regarding Campaign<br>Finance Reform,2021-06-14,130,9ffda52b-1f54-44f5-bc3b-e08ebf96be22,76/1,0/60
2664,Democratic,-0.987012987012987,0.987012987012987,-0.987012987012987,0,60,76,1,0.0,0.987012987012987,-0.987012987012987,An Act To Require Photographic Identification For The Purpose Of Voting,An Act To Require Photographic<br>Identification For The Purpose<br>Of Voting,2021-06-07,130,8e45b236-2238-4211-8077-2b0124ef895a,76/1,0/60
2426,Democratic,-0.987012987012987,0.987012987012987,-0.987012987012987,0,57,76,1,0.0,0.987012987012987,-0.987012987012987,An Act To Create The Maine Clean Energy And Sustainability Accelerator,An Act To Create The Maine<br>Clean Energy And<br>Sustainability Accelerator,2021-06-15,130,99be1887-7526-4fdc-86be-0b2ad7ebbf33,76/1,0/57
2382,Democratic,-0.987012987012987,0.987012987012987,-0.987012987012987,0,52,76,1,0.0,0.987012987012987,-0.987012987012987,An Act To Help Maine Students Catch Up And Keep Up By Providing Remedial And Compensatory Assistance In Response To Education Disruption,An Act To Help Maine Students<br>Catch Up And Keep Up By<br>Providing Remedial And<br>Compensatory Assistance In<br>Response To Education<br>Disruption,2021-06-10,130,8e6f1ff5-13dc-4603-b783-1e94ee07f6f3,76/1,0/52
2802,Democratic,-0.9871794871794872,0.9871794871794872,-0.9871794871794872,0,57,77,1,0.0,0.9871794871794872,-0.9871794871794872,An Act To Provide Funding For The Maine Civil Legal Services Fund,An Act To Provide Funding For<br>The Maine Civil Legal Services<br>Fund,2021-06-16,130,17985e8e-185f-47f5-92c1-edf40605ffa2,77/1,0/57
2626,Democratic,-0.9871794871794872,0.9871794871794872,-0.9871794871794872,0,60,77,1,0.0,0.9871794871794872,-0.9871794871794872,An Act To Require Electronic Benefits Transfer Cards To Be Printed With The Beneficiary's Photograph,An Act To Require Electronic<br>Benefits Transfer Cards To Be<br>Printed With The Beneficiary's<br>Photograph,2021-06-09,130,7f3e8c43-de3b-4acd-88b2-7081858c3612,77/1,0/60
2326,Democratic,-0.9871794871794872,0.9871794871794872,-0.9871794871794872,0,61,77,1,0.0,0.9871794871794872,-0.9871794871794872,An Act To Create An Alternate Minimum Wage Applicable To Student Employees Who Are Under 20 Years Of Age And To Employees Who Are Under 18 Years Of Age,An Act To Create An Alternate<br>Minimum Wage Applicable To<br>Student Employees Who Are<br>Under 20 Years Of Age And To<br>Employees Who Are Under 18<br>Years Of Age,2021-05-19,130,8c5bf346-228b-45ed-b9cc-65736c70d2d3,77/1,0/61
2636,Democratic,-0.9864864864864865,0.9864864864864865,-0.9864864864864865,0,59,73,1,0.0,0.9864864864864865,-0.9864864864864865,"Resolve, To Study And Recommend Improvements To Maine's Dam Safety","Resolve, To Study And<br>Recommend Improvements To<br>Maine's Dam Safety",2021-06-08,130,fccb2b8c-b98e-46b3-85d8-ebffe21d2f7b,73/1,0/59
2372,Democratic,-0.9811320754716981,1.0,-0.9811320754716981,1,52,75,0,0.018867924528301886,1.0,-0.9811320754716981,An Act To Ban Biological Males From Participating In Women's Sports,An Act To Ban Biological Males<br>From Participating In Women's<br>Sports,2021-06-17,130,38f494d0-6b46-4b3d-a9be-8a5f7e1e4490,75/0,1/52
2242,Democratic,-0.9818181818181818,1.0,-0.9818181818181818,1,54,73,0,0.01818181818181818,1.0,-0.9818181818181818,An Act To Protect Against Discrimination By Public Entities,An Act To Protect Against<br>Discrimination By Public<br>Entities,2022-04-19,130,c3dc305a-b932-4023-8b85-4333737288a9,73/0,1/54
2110,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Provide Consistency Regarding Persons Authorized To Conduct Examinations For Emergency Involuntary Commitment And Post-Admission Examinations,An Act To Provide Consistency<br>Regarding Persons Authorized<br>To Conduct Examinations For<br>Emergency Involuntary<br>Commitment And Post-Admission<br>Examinations,2021-06-15,130,9a247f27-77c6-46b7-8af1-9e13e1efe22c,21/0,0/13
2862,Democratic,-0.9855072463768116,0.9855072463768116,-0.9855072463768116,0,50,68,1,0.0,0.9855072463768116,-0.9855072463768116,An Act To Amend The Laws Governing Employer Recovery Of Overcompensation Paid To An Employee,An Act To Amend The Laws<br>Governing Employer Recovery Of<br>Overcompensation Paid To An<br>Employee,2021-07-01,130,58dceb28-07d6-4caf-8211-e32b4f149e5e,68/1,0/50
2436,Democratic,-0.9855072463768116,0.9855072463768116,-0.9855072463768116,0,54,68,1,0.0,0.9855072463768116,-0.9855072463768116,An Act To Amend The Sales Tax Exemption For Nonprofit Housing Development Organizations,An Act To Amend The Sales Tax<br>Exemption For Nonprofit<br>Housing Development<br>Organizations,2022-03-31,130,3f3d2202-4d3a-4a0f-a725-761bab2f943b,68/1,0/54
2668,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,"Resolve, Directing The Maine State Housing Authority To Engage Stakeholders In An Examination Of Fair Chance Housing Policy Options","Resolve, Directing The Maine<br>State Housing Authority To<br>Engage Stakeholders In An<br>Examination Of Fair Chance<br>Housing Policy Options",2021-06-02,130,f3502ce4-196d-4f07-b493-03241e475ab0,21/0,0/13
3028,Democratic,-0.9855072463768116,0.9855072463768116,-0.9855072463768116,0,52,68,1,0.0,0.9855072463768116,-0.9855072463768116,An Act To Enact The Maine Data Collection Protection Act,An Act To Enact The Maine Data<br>Collection Protection Act,2022-04-13,130,0567a949-16db-450d-940b-7776517125fe,68/1,0/52
2332,Democratic,-0.9861111111111112,0.9861111111111112,-0.9861111111111112,0,56,71,1,0.0,0.9861111111111112,-0.9861111111111112,An Act To Update The Regulation Of Public Utility Monopolies,An Act To Update The<br>Regulation Of Public Utility<br>Monopolies,2022-04-19,130,3889ad62-2485-4c91-98ce-a3cea911d8bf,71/1,0/56
2906,Democratic,-0.9861111111111112,0.9861111111111112,-0.9861111111111112,0,55,71,1,0.0,0.9861111111111112,-0.9861111111111112,An Act To Transition State And Local Motor Vehicle Fleets To 100 Percent Zero-Emission Vehicles,An Act To Transition State And<br>Local Motor Vehicle Fleets To<br>100 Percent Zero-Emission<br>Vehicles,2022-04-11,130,c73c416a-f0ac-4361-9bf2-50db41f2e331,71/1,0/55
2542,Democratic,-0.9864864864864865,0.9864864864864865,-0.9864864864864865,0,54,73,1,0.0,0.9864864864864865,-0.9864864864864865,An Act To Limit Qualified Immunity Of Law Enforcement Officers In Maine Civil Rights Act Claims,An Act To Limit Qualified<br>Immunity Of Law Enforcement<br>Officers In Maine Civil Rights<br>Act Claims,2021-06-17,130,a9c8c7a6-0dcd-4ee9-8a69-f93eaba97d05,73/1,0/54
2652,Democratic,-0.9864864864864865,0.9864864864864865,-0.9864864864864865,0,57,73,1,0.0,0.9864864864864865,-0.9864864864864865,"Resolution, Proposing An Amendment To The Constitution Of Maine To Explicitly Prohibit Discrimination Based On The Sex Of An Individual","Resolution, Proposing An<br>Amendment To The Constitution<br>Of Maine To Explicitly<br>Prohibit Discrimination Based<br>On The Sex Of An Individual",2022-04-20,130,6a222908-c564-40f9-a842-e3bded18a209,73/1,0/57
2590,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,"An Act To Repeal The Changes Made By Public Law 2019, Chapter 478, ""An Act To Promote Solar Energy Projects And Distributed Generation Resources In Maine""","An Act To Repeal The Changes<br>Made By Public Law 2019,<br>Chapter 478, ""An Act To<br>Promote Solar Energy Projects<br>And Distributed Generation<br>Resources In Maine""",2021-06-10,130,6437e4d2-f3f4-4e50-944b-a1e1f662066a,22/0,0/12
2550,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Strengthen Laws Protecting Members Of Law Enforcement And Promote In-Classroom Drug Use Avoidance Education,An Act To Strengthen Laws<br>Protecting Members Of Law<br>Enforcement And Promote In-<br>Classroom Drug Use Avoidance<br>Education,2021-06-09,130,9397a6d2-4d9e-43f4-bab6-0d6bbd0b013b,22/0,0/12
2552,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act Regarding The Solicitation Of Contracts For Distributed Resources That Use Renewable Energy,An Act Regarding The<br>Solicitation Of Contracts For<br>Distributed Resources That Use<br>Renewable Energy,2021-06-10,130,2962e4f5-6852-4938-869d-a584dcd47157,22/0,0/12
2442,Democratic,-1.0,1.0,-1.0,0,12,19,0,0.0,1.0,-1.0,An Act To Amend The Remote Meeting Law In Maine's Freedom Of Access Act,An Act To Amend The Remote<br>Meeting Law In Maine's Freedom<br>Of Access Act,2022-04-12,130,4c014b15-7ae4-4027-a49f-fe5551a6b105,19/0,0/12
1994,Democratic,-1.0,1.0,-1.0,0,54,72,0,0.0,1.0,-1.0,An Act To Maintain Consistency Among Maine's Nondiscrimination Statutes,An Act To Maintain Consistency<br>Among Maine's<br>Nondiscrimination Statutes,2022-03-24,130,1842db43-1fe5-4971-b8bf-5598c00aea6d,72/0,0/54
2088,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Eliminate Or Forgive Fines And Penalties On Persons And Businesses Due To The Covid-19 Pandemic,An Act To Eliminate Or Forgive<br>Fines And Penalties On Persons<br>And Businesses Due To The<br>Covid-19 Pandemic,2021-06-07,130,cf87fbda-e083-4973-9e57-4737bdff8b6a,22/0,0/12
2080,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Create The Maine Rental Assistance And Voucher Guarantee Program,An Act To Create The Maine<br>Rental Assistance And Voucher<br>Guarantee Program,2021-06-10,130,8dc61a4d-5410-4c5b-808f-430387f3e29a,22/0,0/12
2560,Democratic,-1.0,1.0,-1.0,0,11,21,0,0.0,1.0,-1.0,"Resolve, To Direct The Permanent Commission On The Status Of Racial, Indigenous And Maine Tribal Populations To Study And Propose Solutions To Disparities In Access To Prenatal Care In The State","Resolve, To Direct The<br>Permanent Commission On The<br>Status Of Racial, Indigenous<br>And Maine Tribal Populations<br>To Study And Propose Solutions<br>To Disparities In Access To<br>Prenatal Care In The State",2021-06-08,130,28db1b1e-4cb2-43a8-8593-c0f2a66e3432,21/0,0/11
2450,Democratic,-1.0,1.0,-1.0,0,52,67,0,0.0,1.0,-1.0,An Act To Ensure Safety Across Maine's Construction Industry,An Act To Ensure Safety Across<br>Maine's Construction Industry,2021-07-01,130,791f3470-0b11-4210-8d08-38666a49ef1b,67/0,0/52
2038,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Protect Teachers' Privacy While Delivering Remote Instruction,An Act To Protect Teachers'<br>Privacy While Delivering<br>Remote Instruction,2021-06-15,130,426c7d51-8486-4f73-a490-194683a36959,21/0,0/13
2078,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Create A Voter Identification System,An Act To Create A Voter<br>Identification System,2021-06-08,130,514ca061-6482-4f6b-9146-f7e04e12e741,21/0,0/13
2600,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Update The Voter Registration Process,An Act To Update The Voter<br>Registration Process,2021-06-10,130,1f297fba-a735-4ef1-9bff-8f8a9a23086d,22/0,0/12
2250,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Revise Reporting Requirements For Maine Clean Election Act Expenditures,An Act To Revise Reporting<br>Requirements For Maine Clean<br>Election Act Expenditures,2021-06-08,130,d44a7157-e46a-450c-b311-50472540675e,22/0,0/12
2912,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Improve Maine's Election Laws,An Act To Improve Maine's<br>Election Laws,2021-06-09,130,24623c5b-9236-4b51-95b3-d6dd185c2cfc,22/0,0/12
2646,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act Regarding The Governor's Emergency Powers,An Act Regarding The<br>Governor's Emergency Powers,2021-06-03,130,d09ad846-2513-4b0c-b117-91b6082a70dd,21/0,0/13
2520,Democratic,-1.0,1.0,-1.0,0,12,20,0,0.0,1.0,-1.0,An Act To Help Alleviate Maine's Housing Shortage And Change The Membership Of The Maine State Housing Authority,An Act To Help Alleviate<br>Maine's Housing Shortage And<br>Change The Membership Of The<br>Maine State Housing Authority,2022-04-05,130,494091e9-21ca-4891-9fba-f643c08e8851,20/0,0/12
2036,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Provide Allocations For The Distribution Of State Fiscal Recovery Funds,An Act To Provide Allocations<br>For The Distribution Of State<br>Fiscal Recovery Funds,2021-07-19,130,45029a54-b11a-4437-9e78-ca05fe9b1f99,21/0,0/13
2910,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Expand Tenant Representation On Boards Of Directors Of Nonprofit Housing Organizations,An Act To Expand Tenant<br>Representation On Boards Of<br>Directors Of Nonprofit Housing<br>Organizations,2021-06-15,130,3a5b8482-f387-44dd-9d3b-b76578927538,21/0,0/13
2158,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,An Act To Provide Funding For Maine's Health Insurance Consumer Assistance Program,An Act To Provide Funding For<br>Maine's Health Insurance<br>Consumer Assistance Program,2021-04-28,130,a0c6ce17-50fe-4622-a802-32b154b2ac25,22/0,0/13
2380,Democratic,-1.0,1.0,-1.0,0,50,72,0,0.0,1.0,-1.0,An Act To Improve Labor Laws For Workers In Maine,An Act To Improve Labor Laws<br>For Workers In Maine,2022-04-05,130,cff34230-f952-4489-897a-556aff651d7a,72/0,0/50
2524,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,An Act To Reestablish The State Planning Office,An Act To Reestablish The<br>State Planning Office,2021-06-16,130,e2c9cb83-af5e-4595-a10a-9bcb9203b1f4,22/0,0/13
2026,Democratic,-1.0,1.0,-1.0,0,11,21,0,0.0,1.0,-1.0,An Act To Discontinue The Use Of The Sat In Maine Schools,An Act To Discontinue The Use<br>Of The Sat In Maine Schools,2021-07-01,130,6cab71fa-debb-421d-a38b-fb29892ee492,21/0,0/11
2486,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Prohibit The Unequal Restriction Of Essential Businesses During A State Of Civil Emergency,An Act To Prohibit The Unequal<br>Restriction Of Essential<br>Businesses During A State Of<br>Civil Emergency,2021-06-03,130,ac2df006-3cb6-460d-9719-7586d460fb0a,21/0,0/13
2064,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Protect Small Employers By Prohibiting Municipalities From Adopting Ordinances Regarding Employee Work Benefits Other Than Ordinances Regarding Minimum Wage Rates,An Act To Protect Small<br>Employers By Prohibiting<br>Municipalities From Adopting<br>Ordinances Regarding Employee<br>Work Benefits Other Than<br>Ordinances Regarding Minimum<br>Wage Rates,2021-06-03,130,4257a9e8-cae3-4202-b533-ab53f202d77c,21/0,0/13
2104,Democratic,-1.0,1.0,-1.0,0,58,78,0,0.0,1.0,-1.0,An Act To Protect Taxpayers In The Privatization Of Services And To Establish The State Procurement Review Committee,An Act To Protect Taxpayers In<br>The Privatization Of Services<br>And To Establish The State<br>Procurement Review Committee,2021-06-16,130,e8f8bff5-f232-448a-b4f2-a4fa0a550bc7,78/0,0/58
2640,Democratic,-1.0,1.0,-1.0,0,12,21,0,0.0,1.0,-1.0,An Act To Clarify Prepayment Requirements In Home Construction Contracts,An Act To Clarify Prepayment<br>Requirements In Home<br>Construction Contracts,2021-06-07,130,985e0164-ea0d-4ddf-b0fd-51d5891c9a60,21/0,0/12
2052,Democratic,-1.0,1.0,-1.0,0,54,69,0,0.0,1.0,-1.0,An Act To Provide Electronic Access To Confidential Juror Information,An Act To Provide Electronic<br>Access To Confidential Juror<br>Information,2022-03-31,130,39124417-2c6a-4f13-9036-5ee14394762c,69/0,0/54
1960,Democratic,-1.0,1.0,-1.0,0,12,18,0,0.0,1.0,-1.0,"Adjournment Order - Adjourned Until The Call Of The President Of The Senate And The Speaker Of The House, Respectively","Adjournment Order - Adjourned<br>Until The Call Of The<br>President Of The Senate And<br>The Speaker Of The House,<br>Respectively",2022-04-25,130,277f6561-bef1-430d-ad44-5120880b88fd,18/0,0/12
2428,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Promote The Sustainability Of Unemployment Insurance By Linking The Duration Of Benefits To The State's Average Unemployment Rate,An Act To Promote The<br>Sustainability Of Unemployment<br>Insurance By Linking The<br>Duration Of Benefits To The<br>State's Average Unemployment<br>Rate,2021-06-10,130,3ed49efb-f8a2-4505-8699-671f8dc35bcb,22/0,0/12
2430,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Preserve Fair Housing In Maine,An Act To Preserve Fair<br>Housing In Maine,2021-06-10,130,eeebc313-9b00-4e7c-b54f-06c724c308bb,22/0,0/12
2638,Democratic,-1.0,1.0,-1.0,0,42,70,0,0.0,1.0,-1.0,An Act To Provide More Options To Maine Electric Service Customers And Support Maine's Climate Goals,An Act To Provide More Options<br>To Maine Electric Service<br>Customers And Support Maine's<br>Climate Goals,2022-04-07,130,c6f732bd-504e-4e4b-885e-ef365cac565f,70/0,0/42
2468,Democratic,-1.0,1.0,-1.0,0,11,22,0,0.0,1.0,-1.0,An Act Regarding Collective Bargaining Negotiations By Public Employers Of Teachers,An Act Regarding Collective<br>Bargaining Negotiations By<br>Public Employers Of Teachers,2021-05-19,130,d3369979-a905-4e8e-95f5-1ac298fd7556,22/0,0/11
2630,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Improve Camping Opportunities In Maine By Exempting Certain Campground Rental Fees From The Sales And Use Tax,An Act To Improve Camping<br>Opportunities In Maine By<br>Exempting Certain Campground<br>Rental Fees From The Sales And<br>Use Tax,2021-06-03,130,8901e0b4-e5e4-4586-a6ec-71ccede6270c,21/0,0/13
2624,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,"Resolve, Directing The State Board Of Education To Adopt Rules Prohibiting Teachers In Public Schools From Engaging In Political, Ideological Or Religious Advocacy In The Classroom","Resolve, Directing The State<br>Board Of Education To Adopt<br>Rules Prohibiting Teachers In<br>Public Schools From Engaging<br>In Political, Ideological Or<br>Religious Advocacy In The<br>Classroom",2021-06-08,130,e9801ca4-c6a0-435b-b8c4-70e3e01fbe97,22/0,0/13
1998,Democratic,-1.0,1.0,-1.0,0,11,22,0,0.0,1.0,-1.0,An Act To Enact The Campus Free Speech And Free Press Act,An Act To Enact The Campus<br>Free Speech And Free Press Act,2021-06-09,130,f2901a0d-e27a-4b86-a181-aed6bed0acf2,22/0,0/11
2002,Democratic,-1.0,1.0,-1.0,0,12,21,0,0.0,1.0,-1.0,An Act To Include Grandparents Under Maine's Family Medical Leave Laws,An Act To Include Grandparents<br>Under Maine's Family Medical<br>Leave Laws,2021-06-09,130,ae736858-2246-4836-90b8-d8e21c400c57,21/0,0/12
2462,Democratic,-1.0,1.0,-1.0,0,12,21,0,0.0,1.0,-1.0,"An Act To Promote Equity In Policy Making By Enhancing The State's Ability To Collect, Analyze And Apply Data","An Act To Promote Equity In<br>Policy Making By Enhancing The<br>State's Ability To Collect,<br>Analyze And Apply Data",2022-03-29,130,a856a2da-5ced-4f7b-8c27-6bf1f88d21c5,21/0,0/12
2498,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Remove A Requirement Regarding Payment Of Union Fees,An Act To Remove A Requirement<br>Regarding Payment Of Union<br>Fees,2021-06-03,130,fef3fc86-0883-454d-8bfd-c78b928fd9ef,21/0,0/13
2488,Democratic,-1.0,1.0,-1.0,0,53,75,0,0.0,1.0,-1.0,An Act To Amend The Laws Governing Elections,An Act To Amend The Laws<br>Governing Elections,2021-06-09,130,e2f40060-8d8d-428f-9bfc-ac666d4012b8,75/0,0/53
2492,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,"An Act To Protect Maine Businesses, Nonprofits, Educational Institutions And Municipalities During The Covid-19 Pandemic","An Act To Protect Maine<br>Businesses, Nonprofits,<br>Educational Institutions And<br>Municipalities During The<br>Covid-19 Pandemic",2021-06-16,130,8cdd0b49-2cf2-429e-91cc-5a56764ede72,22/0,0/13
2574,Democratic,-1.0,1.0,-1.0,0,57,73,0,0.0,1.0,-1.0,An Act To Prevent Tax Haven Abuse,An Act To Prevent Tax Haven<br>Abuse,2022-04-07,130,bcb22f71-82f1-4c56-81d5-4c8d5ba5fdac,73/0,0/57
2496,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act Directing The Maine State Housing Authority To Create A Commission To Develop A Comprehensive Rental Registry For Multifamily Housing,An Act Directing The Maine<br>State Housing Authority To<br>Create A Commission To Develop<br>A Comprehensive Rental<br>Registry For Multifamily<br>Housing,2021-06-07,130,81c079f1-f546-4cca-9700-2e06584001df,22/0,0/12
2084,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Support Universal Health Care,An Act To Support Universal<br>Health Care,2021-06-16,130,2e59efdb-f922-4aab-9828-052141326c4b,21/0,0/13
2440,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Amend The Enforcement Provisions Of The Law Governing Earned Paid Leave,An Act To Amend The<br>Enforcement Provisions Of The<br>Law Governing Earned Paid<br>Leave,2022-03-22,130,2972984c-e255-4024-a409-a4413284c888,21/0,0/13
2438,Democratic,-1.0,1.0,-1.0,0,13,19,0,0.0,1.0,-1.0,An Act To Amend The Whistleblowers' Protection Act To Ensure Coverage In Unionized Workplaces,An Act To Amend The<br>Whistleblowers' Protection Act<br>To Ensure Coverage In<br>Unionized Workplaces,2022-03-24,130,2df0647d-4ec1-4b93-ae5a-c4247f402677,19/0,0/13
2170,Democratic,-1.0,1.0,-1.0,0,53,73,0,0.0,1.0,-1.0,An Act To Address Waste Associated With Solar Energy Equipment,An Act To Address Waste<br>Associated With Solar Energy<br>Equipment,2021-06-09,130,49461344-2bc6-4382-9213-a03918da6750,73/0,0/53
2916,Democratic,-1.0,1.0,-1.0,0,42,70,0,0.0,1.0,-1.0,An Act To Enact The Uniform Foreign-Country Money Judgments Recognition Act,An Act To Enact The Uniform<br>Foreign-Country Money<br>Judgments Recognition Act,2022-04-07,130,3f4b94bd-94da-4825-9769-460410806936,70/0,0/42
2792,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act Regarding The Waiting Period For Compensation For Incapacity To Work Under The Maine Workers' Compensation Act Of 1992,An Act Regarding The Waiting<br>Period For Compensation For<br>Incapacity To Work Under The<br>Maine Workers' Compensation<br>Act Of 1992,2021-06-10,130,8d148531-e728-4660-92f0-e9f33026e0f7,22/0,0/12
3074,Democratic,-1.0,1.0,-1.0,0,13,18,0,0.0,1.0,-1.0,An Act To Improve Health Care Affordability And Increase Options For Comprehensive Coverage For Individuals And Small Businesses In Maine,An Act To Improve Health Care<br>Affordability And Increase<br>Options For Comprehensive<br>Coverage For Individuals And<br>Small Businesses In Maine,2022-03-24,130,8e5e6058-a728-4c32-bcf8-8e25c5a275e8,18/0,0/13
2950,Democratic,-1.0,1.0,-1.0,0,57,75,0,0.0,1.0,-1.0,An Act To Update Statutory References To Building Code Standards For Public Improvements,An Act To Update Statutory<br>References To Building Code<br>Standards For Public<br>Improvements,2022-03-22,130,d7da9d74-e5af-4099-8079-8e8ada4a7208,75/0,0/57
2948,Democratic,-1.0,1.0,-1.0,0,55,74,0,0.0,1.0,-1.0,An Act To Expand Access To Mental Health And Crisis Care For Individuals In Jails And Individuals Experiencing Homelessness,An Act To Expand Access To<br>Mental Health And Crisis Care<br>For Individuals In Jails And<br>Individuals Experiencing<br>Homelessness,2022-04-19,130,9e7a1f91-dee9-43e3-af3a-c02a67607ee8,74/0,0/55
2160,Democratic,-1.0,1.0,-1.0,0,12,22,0,0.0,1.0,-1.0,An Act To Improve The Lives Of Maine Workers By Supporting Apprenticeships That Lead To Good-Paying Jobs,An Act To Improve The Lives Of<br>Maine Workers By Supporting<br>Apprenticeships That Lead To<br>Good-Paying Jobs,2021-05-19,130,f4fefcbf-eac9-493e-81ed-10c799ed89ab,22/0,0/12
2198,Democratic,-1.0,1.0,-1.0,0,12,21,0,0.0,1.0,-1.0,An Act To Establish Ongoing Absentee Voting,An Act To Establish Ongoing<br>Absentee Voting,2021-06-09,130,a7501802-bf48-41fe-854c-75401c8a107c,21/0,0/12
2730,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,"Resolve, To Create The Criminal Records Review Committee","Resolve, To Create The<br>Criminal Records Review<br>Committee",2021-07-19,130,e57ab403-eb41-4fc5-8a29-3a6f2c81c98f,21/0,0/13
2204,Democratic,-1.0,1.0,-1.0,0,12,18,0,0.0,1.0,-1.0,An Act To Protect The Reproductive Rights And Freedoms Of Maine People,An Act To Protect The<br>Reproductive Rights And<br>Freedoms Of Maine People,2022-04-25,130,627a5198-6d1d-469d-a4ff-629ce6c34f09,18/0,0/12
3044,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,"Joint Order, To Extend By 2 Legislative Days The Second Regular Session Of The 130Th Legislature","Joint Order, To Extend By 2<br>Legislative Days The Second<br>Regular Session Of The 130Th<br>Legislature",2022-04-20,130,ddfa41b8-c3fc-44e3-a40f-d5524c2384fc,21/0,0/13
3040,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,"Joint Order, To Extend The Second Regular Session Of The 130Th Legislature For Up To 2 Days","Joint Order, To Extend The<br>Second Regular Session Of The<br>130Th Legislature For Up To 2<br>Days",2022-04-19,130,25ce01b9-dc4f-4834-a478-8b9db82e93d7,21/0,0/13
2230,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,An Act To Remove Coverage Under The Mainecare Program For Abortions Not Covered By Medicaid,An Act To Remove Coverage<br>Under The Mainecare Program<br>For Abortions Not Covered By<br>Medicaid,2021-06-17,130,60fd6c9d-dc48-4173-a733-a3909dd33d37,22/0,0/13
2226,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act To Establish Balance In The Governor's Emergency Powers,An Act To Establish Balance In<br>The Governor's Emergency<br>Powers,2021-06-08,130,a38de0ca-9745-4d79-9cfb-ee37723e5f9a,21/0,0/13
2758,Democratic,-1.0,1.0,-1.0,0,13,22,0,0.0,1.0,-1.0,An Act To Strengthen The Integrity Of The Maine Clean Election Act By Limiting The Amount Of Money Paid To Political Operatives,An Act To Strengthen The<br>Integrity Of The Maine Clean<br>Election Act By Limiting The<br>Amount Of Money Paid To<br>Political Operatives,2021-06-08,130,84578559-c147-4110-bd34-55f5c602450d,22/0,0/13
2984,Democratic,-1.0,1.0,-1.0,0,53,72,0,0.0,1.0,-1.0,"Resolve, To Reestablish And Continue The Work Of The Criminal Records Review Committee","Resolve, To Reestablish And<br>Continue The Work Of The<br>Criminal Records Review<br>Committee",2022-03-09,130,08acb67b-b093-473f-b6f9-9bf251e59950,72/0,0/53
2972,Democratic,-1.0,1.0,-1.0,0,13,21,0,0.0,1.0,-1.0,An Act Concerning Equity In Renewable Energy Projects And Workforce Development,An Act Concerning Equity In<br>Renewable Energy Projects And<br>Workforce Development,2022-04-19,130,a83734cf-ae72-4871-ab4f-ee5f04d23a20,21/0,0/13
