,Name,City,Seat,Party,Polarization,Democratic agreement,Republican agreement
293,"Mathieson, K.",Kittery,H-1,Democratic,-0.8146370016658461,0.9796747967479674,0.11382113821138211
310,"Wood, B.",Portland,H-38,Democratic,-0.8150036539242158,0.9688715953307393,0.10116731517509728
304,"Supica, L.",Bangor,H-126,Democratic,-0.81521045464661,0.9705882352941176,0.10504201680672269
284,"Geiger, V.",Rockland,H-93,Democratic,-0.8156608585093993,0.9704641350210971,0.0970464135021097
279,"Copeland, L.",Saco,H-14,Democratic,-0.816394676874865,0.9758064516129032,0.10080645161290322
287,"Greenwood, R.",Wales,H-82,Republican,0.8171467718363511,0.08365019011406843,0.9619771863117871
289,"Lemelin, M.",Chelsea,H-88,Republican,0.81944982344467,0.08527131782945736,0.9767441860465116
303,"Sheehan, E.",Biddeford,H-12,Democratic,-0.8199368428645059,0.9885496183206107,0.11068702290076336
285,"Gere, T.",Kennebunkport,H-9,Democratic,-0.8234713992220093,0.9884169884169884,0.10424710424710425
302,"Salisbury, S.",Westbrook,H-35,Democratic,-0.8244875980900221,0.9803149606299213,0.09448818897637795
311,"Zager, S.",Portland,H-41,Democratic,-0.8253632046664913,0.9809885931558935,0.09505703422053231
298,"Rielly, M.",Westbrook,H-34,Democratic,-0.828353484223527,0.9809885931558935,0.09505703422053231
295,"Osher, L.",Orono,H-123,Democratic,-0.8289687728890693,0.98046875,0.09375
291,"Lookner, G.",Portland,H-37,Democratic,-0.8317954207664701,0.9763779527559056,0.07480314960629922
286,"Gifford, J.",Lincoln,H-12,Republican,0.833944769076679,0.05194805194805195,0.9523809523809523
286,"Gifford, J.",Lincoln,H-142,Republican,0.833944769076679,0.05194805194805195,0.9523809523809523
273,"Bell, A.",Yarmouth,H-47,Democratic,-0.8362753011239574,0.9810606060606061,0.08712121212121213
