Vote key,Vote polarization,Democratic yes votes,Democratic no votes,Republican yes votes,Republican no votes,Title,Date,Session
9e34cf6b-ff9e-4b00-82a5-baa74605824b,-0.8905628792634442,79,2,5,54,An Act To Provide For School Choice And Online Learning Opportunities In Response To The Covid-19 Pandemic,2021-04-28,130
1450d7e0-322d-4b15-b1c2-6243afea5364,-0.8908591408591409,76,1,5,47,An Act To Improve Access To Hiv Prevention Medications,2021-06-10,130
7ea4bb09-af90-43af-9631-6fa86827a1b1,-0.8918918918918919,66,8,0,62,An Act To Divert Older Youth From The Adult Criminal Justice System,2021-06-30,130
662bbf4d-8b97-4d9b-be70-07d82e752e3a,-0.8933333333333333,67,8,0,62,An Act To Amend The Maine Bail Code Regarding Certain Conditions Of Release And The Maine Criminal Code Regarding Warrantless Arrests,2021-06-30,130
5283eacf-39a2-40c3-b019-daee9c356c1a,-0.8943833943833943,71,7,1,62,"An Act To Decriminalize Engaging In Prostitution, Strengthen The Laws Against Commercial Sexual Exploitation And Allow A Person Convicted Of Engaging In Prostitution To Petition The Court To Expunge The Record Of Conviction",2021-06-30,130
857f5bb3-f2c5-44e7-a52d-e7f107f27876,-0.8947368421052632,17,2,0,13,An Act To Improve Educational Opportunities By Exempting Children Who Attend Virtual Public Charter Schools From Immunization Requirements And Expanding Enrollment At Virtual Public Charter Schools,2021-06-03,130
b1399b90-f896-4d39-828b-26f1f72ee322,-0.8947368421052632,17,2,0,12,An Act To Create A Logging Dispute Resolution Board And To Require Proof Of Ownership Documents To Be Available Within 14 Days Of Request,2022-04-12,130
34cacd6d-1b8f-4691-8585-261113d16ca9,-0.8961038961038961,69,8,0,62,An Act To Add A Faculty Member And Nonfaculty Staff Member To The Board Of Trustees Of The University Of Maine System,2021-06-30,130
b8a42262-f602-4e89-b0c2-1c3b172d0a75,-0.8888888888888888,16,2,0,11,An Act Implementing The Recommendations Of The Task Force On Changes To The Maine Indian Claims Settlement Implementing Act,2022-04-25,130
7a1d818d-cb6d-4d7d-aacf-4478b54e8fc7,-0.8863819500402901,69,4,3,48,An Act To Require Telecommunications Companies To Divulge Location Information To Law Enforcement When Necessary To Respond To A 9-1-1 Call Or Locate A Person In Danger,2022-04-11,130
319009f3-228d-4e8e-904f-e071a22c95e3,-0.8800366300366301,77,1,6,50,An Act To Amend The Laws Governing Post-Conviction Review In Order To Facilitate The Fair Hearing Of All Newly Discovered Evidence,2021-06-17,130
ee94e190-c15a-4752-853c-a248befff290,-0.868421052631579,66,10,0,56,An Act To Require Responsible Contracting Practices For Public Construction Projects,2021-06-17,130
cf8f3525-bb89-4e9d-a426-fc1d5a6389fb,-0.8701298701298701,67,10,0,62,An Act To Reduce The Burden On Courts And Promote The Resolution Of Civil Cases,2021-06-30,130
233ee89c-ffe8-4ddd-88e6-3d445b4651a5,-0.8736908253037285,71,6,3,59,An Act To Promote Oversight Of And Competitive Parity Among Video Service Providers,2021-06-30,130
6690b95d-92ec-4aa3-9b77-d3298a80145f,-0.875,78,2,6,54,An Act To Allow A Parent Or Guardian Of A Student Who Has Been Affected By Covid-19 To Keep The Student In The Student's Current Grade Level,2021-04-28,130
79ff2b9c-db22-4278-aed1-7de3430c4e68,-0.8754578754578755,20,1,1,12,Joint Resolution Making Application To The Congress Of The United States Calling An Article V Constitutional Convention To Propose An Amendment To The United States Constitution To Impose Congressional Term Limits,2021-06-02,130
7139da03-a37f-440e-8914-49fdd2364eb9,-0.8754578754578755,20,1,1,12,An Act To Protect Firearm Use And Possession Rights During A State Of Emergency And Require A Two-Thirds Vote By The Legislative Council To Declare Or Extend A State Of Emergency,2021-06-15,130
557b3996-3791-4db1-bc69-6b6a1be5307d,-0.8762075134168157,63,2,4,39,An Act To Implement The Recommendations Of The Commission To Increase Housing Opportunities In Maine By Studying Zoning And Land Use Restrictions,2022-04-25,130
25820fa3-b150-4f1b-bf25-f5c06e9289e3,-0.8771929824561404,69,0,7,50,An Act To Reestablish Parole,2022-01-26,130
865fb849-65f9-4900-b7ec-bf4d33311a34,-0.8983050847457628,80,0,6,53,An Act To Continue The Green Power Electricity Offer,2021-03-11,130
9bfe4fac-0035-44e5-a504-021db0d52cb0,-0.9,18,2,0,11,An Act To Prohibit The Reception Of Foreign Waste Plastic In Maine Ports,2021-06-09,130
8d9a8188-580b-429c-9562-6aecbecb259a,-0.9,18,2,0,13,An Act Regarding The Licensing Of Persons To Conduct Advance Deposit Wagering,2021-06-17,130
7a98fc9f-40db-45fd-bba1-08f5cdce8c8e,-0.9056603773584906,69,0,5,48,Joint Resolution Commemorating The January 6Th Insurrection,2022-01-05,130
49c3af02-217f-400e-b8e5-e1d9c9628bc5,-0.9056603773584906,69,0,5,48,An Act To Support Children's Healthy Development And School Success,2021-07-01,130
cc261b30-fc8c-484c-ad54-7b425266323a,-0.9078947368421052,69,7,0,55,An Act To Create The Maine Generation Authority,2022-04-12,130
4d4d9d1a-9de2-491a-aacd-a348e3bd727c,-0.9090909090909092,20,2,0,13,An Act To Amend The Child Endangerment Laws To Include Certain Unauthorized Access To A Loaded Firearm,2021-06-16,130
9cbd923e-bc49-4c2d-9e41-d7b32b6900f1,-0.9090909090909092,20,2,0,12,An Act To Set A Minimum Wage For School Support Staff,2021-06-10,130
db7d9ccf-a5f9-4a8b-8657-3b0600f2c60e,-0.9090909090909092,20,2,0,11,An Act To Improve Family Day Care Providers By Increasing The Number Of Children Allowed To Be Cared For Without Obtaining Certification,2021-06-07,130
a28f0814-ab99-4fcc-8b2f-afbb5c1fd9f9,-0.9090909090909092,20,2,0,13,An Act To Require The Acceptance Of Cash For In-Person Retail Transactions,2021-06-08,130
b62283a5-3e6a-4c8b-8984-8ca187ef5b46,-0.9090909090909092,20,2,0,13,An Act To Ensure The Right To Self-Defense Exists Outside The Home By Removing The Requirement To Retreat,2021-06-14,130
e6bdd51a-9a9d-4d19-8572-1ae8e5606fcc,-0.9090909090909092,20,2,0,12,An Act To Assist Certain Businesses In The State That Sell Prepared Food Or Alcohol,2021-06-07,130
ffe07708-1c79-4d96-8d6e-6f7d2a0ed67d,-0.9047619047619048,57,6,0,54,An Act To Encourage Job Growth In The Forest Products Sector Through Tax Incentives,2022-05-09,130
6ec7852f-7a0e-4b30-9feb-ead6e4be854c,-0.9014084507042254,64,7,0,57,An Act To Protect Farm Workers By Allowing Them To Organize For The Purpose Of Collective Bargaining,2022-01-26,130
303e870c-31f7-4a35-929f-5181246222ea,-0.9027542372881356,79,1,5,54,An Act To Limit The Use Of Hydrofluorocarbons To Fight Climate Change,2021-06-03,130
1a3b7c11-fc8f-4d71-88f2-78af89c148e6,-0.9047619047619048,19,2,0,13,An Act To Keep All Maine Students Safe By Restricting The Use Of Seclusion And Restraint In Schools,2021-06-30,130
a2e5f6eb-c530-4c3b-ae91-983d96f854dc,-0.9047619047619048,19,2,0,13,An Act To Amend The Laws Governing Tobacco Specialty Stores,2021-06-02,130
5b906728-2a24-4cd2-bb58-439294cd257b,-0.9047619047619048,19,2,0,13,An Act To Implement The Recommendations Of The Commission To Create A Plan To Incorporate The Probate Courts Into The Judicial Branch,2022-04-18,130
08e2a588-9e13-4ae9-89ac-4d4819efd339,-0.9047619047619048,19,2,0,13,An Act To Enhance Enforcement Of Employment Laws,2021-07-19,130
50e9f55f-7264-420d-946b-01bec3d395ed,-0.9047619047619048,19,2,0,12,An Act To Allow A Qualifying Religious Organization To Self-Insure For Automobile Insurance,2021-06-10,130
b5aef240-7475-467f-a922-52fc1961fabb,-0.9047619047619048,19,2,0,13,An Act To Promote Accountability In Maine's Charter Schools,2021-06-02,130
802a5558-70fd-41ad-9f81-4617a0fc00ad,-0.8672438672438672,68,9,1,62,"Resolve, To Develop A Plan To Close The Long Creek Youth Development Center And Redirect Funding To Community Integration Services For Adjudicated Youth",2021-06-30,130
6d1cdb07-560d-49d1-be7f-03394f72a61c,-0.8655926352128883,77,2,6,49,An Act To Prohibit Municipalities From Prohibiting Short-Term Rentals,2021-06-02,130
c7052e02-5ea2-4042-a1ba-aa642d22eeb1,-0.75,19,0,3,9,An Act To Support Child Care Providers And School Readiness Through Tax Credits,2022-03-31,130
9f4b6b58-c344-4187-bfb3-6758b0af54da,-0.8095238095238095,17,4,0,13,An Act Concerning Climate And Community Investment Projects,2021-07-19,130
e099e52f-531e-42e0-8f2d-cf947fc53839,-0.8,44,11,0,54,An Act To Strengthen The Governance Of The Maine Community College System And University Of Maine System,2022-05-09,130
8adc3d3b-88db-43d7-8784-d349260a46cd,-0.8,16,4,0,12,An Act To Make Changes To The State's Hemp Program,2022-05-09,130
1dbb9377-121f-4a76-8d1c-03cfa9fbd36a,-0.8051948051948052,62,15,0,52,An Act To Prohibit Evictions Until 90 Days After The End Of The Governor's Declaration Of Emergency,2021-06-10,130
6bc44426-8f21-4cfe-b841-0539772041f7,-0.8084795321637428,62,10,3,54,"An Act To Create The Pine Tree Power Company, A Nonprofit Utility, To Deliver Lower Rates, Reliability And Local Control For Maine Energy Independence",2021-07-19,130
6858dc61-176b-4c62-ac5e-bdfa035ae920,-0.810126582278481,64,15,0,56,An Act Regarding The University Of Maine System Hiring Practices,2021-06-02,130
d143716d-8693-476c-8799-8c629d64d8e9,-0.8125,65,15,0,55,An Act To Amend The Maine Exclusion Amount In The Estate Tax,2021-06-15,130
6169a472-167e-4a92-9953-9f43c4f9c697,-0.8125,65,15,0,62,An Act To Promote Civic Engagement And Voter Participation For Young People By Lowering The Voting Age For Municipal Elections To 16 Years Of Age,2021-06-02,130
46daccae-305d-44a7-b61c-c662c0e89dff,-0.8144283121597096,75,1,10,48,"Resolve, Regarding Legislative Review Of Portions Of Chapter 570:  Uniform Reporting System For Prescription Drug Price Data Sets, A Major Substantive Rule Of The Maine Health Data Organization",2021-06-14,130
18206424-07b4-425b-9245-a63fb0dd0e21,-0.7985347985347985,20,1,2,11,An Act To Authorize The Use Of Tax Increment Financing Funds For Constructing Or Renovating Municipal Offices And Other Buildings,2021-04-28,130
7ecf9b99-8fa5-4d06-b1b2-c5ab5a32bd9b,-0.7931034482758621,75,0,12,46,"Resolve, To Improve Air Quality And Ventilation In Maine's Public Schools",2021-06-08,130
f5c42971-da44-48e3-b253-6128847cf0e0,-0.759493670886076,60,19,0,55,An Act To Define Commercial And Noncommercial Purveyors Of Accommodations For Short-Term Rental,2021-06-02,130
551e6b6d-9c53-42f5-b58f-8e70632a378d,-0.7623485554520038,73,1,13,45,An Act To Prohibit A Public Utility From Terminating Or Disconnecting Service To A Public Safety Facility Without Advance Notice And Approval,2022-03-29,130
edff371b-7294-49d1-ad82-5ea2fc2c9252,-0.7692307692307692,22,0,3,10,An Act To Repeal Maine's Single-Use Plastic Bag Law,2021-04-28,130
36acb3f0-edea-4682-a0c0-13203f60c3fb,-0.7692307692307692,21,0,3,10,An Act To Provide Equity In The State Income Tax Deduction For Certain Public Employees Retirement System Pensions,2021-06-03,130
4d50f92e-9603-4646-a57d-48a33da20121,-0.7727272727272727,17,5,0,13,An Act To Ban The Surveillance Of Firearm Purchases,2021-06-14,130
c4440ecb-2f40-48b5-be98-a796cefd6a2a,-0.7802197802197801,18,3,1,12,An Act To Establish The Maine Buy American And Build Maine Act,2021-07-19,130
4a1a8791-3b97-4776-a780-e20d0ad0f82a,-0.7834538878842676,76,3,10,46,An Act To Restructure The Taxation Of Adult Use Marijuana,2021-06-02,130
fd5596c0-49ad-4ece-bbb6-489c4de0c760,-0.7867132867132867,19,3,1,12,An Act To Prevent And Reduce Tobacco Use By Ensuring Adequate Funding For Tobacco Use Prevention And Cessation Programs And By Raising The Tax On Tobacco Products And To Provide Funding To Reduce Disparities In Health Outcomes Based On Certain Factors,2021-06-16,130
1a019b37-1669-4e1c-bfb8-937ec2997d2d,-0.8147656940760389,77,1,10,48,An Act To Improve Accountability In Asset Seizure And Forfeiture Reporting,2021-06-16,130
d846bfca-6391-4180-817b-f96a1b2e7125,-0.8198154443904808,68,3,8,50,An Act To Create Gaming Equity And Fairness For The Native American Tribes In Maine,2021-07-01,130
d49df4bc-1e71-400b-94a2-2d7648ff8aed,-0.8461538461538461,22,0,2,11,An Act To Improve Public Safety By Repealing The Single-Use Plastic Carry-Out Bag Ban,2021-04-28,130
cdd2320f-fb8e-4bcc-8c38-e178c8e4858c,-0.85,51,9,0,54,An Act To Examine And Amend The Conditions Of Release And Probation,2022-05-09,130
7db458c5-f2d7-488a-9fd4-3a97e8ff226c,-0.8533333333333334,64,11,0,63,An Act To Protect Maine's Drivers From Pretextual Traffic Stops,2021-06-30,130
1a23aabc-f74c-46ad-adb6-9ea046f366ab,-0.8571428571428571,18,3,0,12,An Act To Require The State To Divest Itself Of Assets Invested In The Fossil Fuel Industry,2021-06-10,130
c80bf0eb-3c5b-4fa7-a98d-ecfbe4f57278,-0.8596491228070176,68,0,8,49,Joint Resolution Recognizing Clean Energy's Importance To Maine's Infrastructure And Economic Future,2021-07-19,130
706e79e3-8d0a-4389-8a13-236cfdce3c42,-0.8636363636363636,19,3,0,13,An Act To Provide For Fairness In Property Taxation By Assessing A One-Time Tax On Financial Assets,2021-06-16,130
8e4971ec-007d-4ff6-8138-aed46c1f83d7,-0.8636363636363636,19,3,0,12,An Act To Promote Socially Responsible Investing By The Maine Public Employees Retirement System By Prohibiting Investment In The Fossil Fuel Industry Or For-Profit Prisons,2021-06-10,130
1f20cee9-56a9-4689-81b1-a4652ba98a02,-0.8636363636363636,19,3,0,12,"Resolve, Directing The Board Of Pesticides Control To Prohibit The Use Of Certain Neonicotinoids For Outdoor Residential Use",2021-06-07,130
39befedf-0410-4176-8137-ffa621cf0a7e,-0.8642533936651584,16,1,1,12,An Act To Prohibit Mandatory Covid-19 Vaccinations For 5 Years To Allow For Safety Testing And Investigations Into Reproductive Harm,2022-03-09,130
e3982df0-3ddc-457b-b5d8-93fc22eec861,-0.8461538461538461,22,0,2,11,An Act To Conserve The Frances Perkins Homestead National Historic Landmark,2021-04-28,130
a6ef5e8c-ed7b-4a46-ae43-c007b91d8d8b,-0.8243243243243243,61,13,0,63,An Act To Create A Graduated Real Estate Transfer Tax,2021-06-30,130
ffc12150-9069-42d5-abe8-28c3cb1e9705,-0.8278388278388278,19,2,1,12,An Act To Protect Maine Consumers From Unsupported Price Increases On Prescription Medicines By Creating An Independent Review Process,2021-07-19,130
3c155dc1-3516-4cca-ae0a-cbf569728564,-0.8278388278388278,19,2,1,12,An Act To Prevent Excessive Prices For Prescription Drugs,2021-07-19,130
734740aa-6697-4051-ad4c-5bf03a105daa,-0.8333333333333334,15,3,0,11,An Act To Authorize Certain Off-Premises Sales Of Adult Use Marijuana,2022-04-25,130
78ab7764-30ea-4655-9a76-5b152aa5982b,-0.8333333333333334,22,0,2,10,An Act To Encourage Research To Support The Maine Offshore Wind Industry,2021-06-16,130
76fbca7e-d398-48b2-9748-ecd0fe1303ef,-0.8344594594594594,71,3,7,49,An Act To Strengthen Maine's Good Samaritan Laws Concerning Drug-Related Medical Assistance,2022-04-18,130
54f58696-b4ab-4480-b456-66dcf9f526a5,-0.8461538461538461,21,0,2,11,An Act To Protect Election Integrity By Regulating Possession Of Ballots And Voting Machines And Devices,2022-03-22,130
0fe8141a-360c-4187-9c43-0be2e199cef0,-0.8461538461538461,20,0,2,11,An Act To Require The Registration Of Adjuvants In The State And To Regulate The Distribution Of Pesticides With Perfluoroalkyl And Polyfluoroalkyl Substances,2022-04-12,130
613cc21c-67e5-4a98-b767-403b858ae859,-0.8461538461538461,22,0,2,11,An Act To Remove The Plastic Bag Ban,2021-04-28,130
666f2b50-3d67-4949-b6fb-a055052f36c0,-0.9090909090909092,20,2,0,12,An Act To Authorize And Regulate Visitation Of Essential Caregivers At Long-Term Care Facilities,2021-06-07,130
a5f64845-50ed-45aa-a47b-a4730507719d,-0.95,76,4,0,55,An Act To Facilitate Fair Ballot Representation For All Candidates By Allowing A Candidate's Nickname To Appear On The Ballot,2021-04-28,130
a50207eb-69ec-440d-bab2-32a6e33cc48d,-0.9483805668016194,75,1,2,50,An Act To Support The Continued Access To Solar Energy And Battery Storage By Maine Homes And Businesses,2021-06-10,130
591b0339-03fc-4ba2-a907-fbbf3b497f04,-0.9493670886075948,75,4,0,62,An Act To Facilitate A Timely Revision Process In The Site Location Of Development Laws,2021-06-02,130
8572340d-e9dd-4749-ac5b-f2b8df0e6d08,-0.9493670886075948,75,4,0,61,An Act To Provide A Tax Break For Businesses That Employ People With Disabilities,2021-06-02,130
075658c1-f54a-4dbe-8ff7-489bd82ebc69,-0.9494494494494494,73,1,2,52,An Act To Enhance The Energy Security Of Maine Residents,2022-04-13,130
917f08e7-d6ea-4b47-8632-4c822b113805,-0.9090909090909092,20,2,0,11,"Resolve, To Require State Departments To Report On Rule Changes Within State Government Since The Beginning Of The Covid-19 Pandemic",2021-05-19,130
feb8fb4b-f406-4ee0-9a02-e0eaf2132605,-0.95,19,1,0,13,An Act To Improve Public Sector Labor Relations By Amending The Laws Governing Arbitration Under Certain Public Employees Labor Relations Laws,2021-07-19,130
ddd4adfc-ca7e-4c97-b88b-c9ea9940f2fa,-0.95,19,1,0,13,An Act To Permit Limited Delivery Of Adult Use Marijuana,2022-04-12,130
38d31edc-270b-4c90-9e83-ef22e49edc0c,-0.95,19,1,0,12,An Act To Implement Certain Recommendations Of The Committee To Study The Feasibility Of Creating Basic Income Security,2022-04-05,130
84c7839a-93fa-4530-8cdd-f21f148b0abc,-0.9523593466424682,75,1,2,56,An Act To Limit Access To Juvenile Case Records And Protect The Confidentiality Of Juvenile History Record Information,2021-06-16,130
bece3570-ee8d-4d49-b19c-0b30175e93a4,-0.9473684210526316,18,1,0,12,An Act To Improve Intensive Behavioral Health And Public Safety Case Management Services,2022-03-31,130
82c940b1-d1bd-438d-bbcc-c114a88fc62a,-0.9468325791855204,67,1,2,50,An Act Regarding Motor Vehicle Registration Violations,2021-07-01,130
48fd7cac-0517-4392-9a01-3dd64aae184a,-0.9422131147540984,78,2,2,59,An Act To Allow Career Educators To Retire Without Penalty,2021-03-11,130
14225492-f96c-4fa4-bb43-abe966281bb5,-0.9434951013898384,74,3,1,56,An Act To Require Due Process In Asset Seizure,2021-06-16,130
2fb6c284-0142-41e7-ac7d-765db47441a0,-0.9450761639133234,76,3,1,58,An Act To Establish A Sales Tax Holiday To Help Maine Businesses Affected By The Covid-19 Pandemic,2021-06-15,130
729735af-d195-48b1-a376-aff84e42ec04,-0.9452054794520548,69,4,0,57,An Act To Promote Home Ownership By Reducing Education Debt,2022-03-24,130
8a6a6dfa-9a9e-409a-8dc5-fbcfcb40dfc9,-0.9456318738327454,76,3,1,60,"Resolution, Proposing An Amendment To The Constitution Of Maine To Require Legislative Approval Of Any State Of Emergency Lasting Longer Than 60 Days",2021-06-02,130
57a4f9fb-47ec-40f8-b75b-b5d72a4df736,-0.9456654456654456,75,3,1,62,An Act To Reduce The Landfilling Of Municipal Solid Waste,2021-06-08,130
03bf46a6-4960-4e2c-bb6d-d49d4702fbfe,-0.9464285714285714,70,0,3,53,An Act To Remove Restrictions On Syringe Service Programs,2022-03-09,130
922f75fe-8923-4c7f-9f6c-17281b29b3d2,-0.9466666666666668,71,4,0,57,An Act To Excuse Certain Marketplace Sellers And Facilitators For Failing To Collect And Remit Sales And Use Taxes On Ammunition Sales,2021-06-16,130
10f086b8-c51d-4431-8810-a040f38c9d1c,-0.9523809523809524,20,1,0,13,An Act To Promote Transparent Emergency Management,2021-06-03,130
fcd8f851-c71a-44bb-bdd8-4b10282cc39c,-0.9523809523809524,20,1,0,13,An Act To Exempt Long-Term Lodging From The 9 Percent Sales Tax On Lodging,2021-06-02,130
e39ddce8-911c-4de6-916a-1356fe6851bd,-0.9545548869059972,78,1,2,59,An Act To Fund Broadband Internet Infrastructure For Marginalized Groups In The State,2021-06-07,130
7d1a1619-f5a5-4b5a-80a9-01763fc01974,-0.95511583011583,72,2,1,55,An Act To Require County Governments To Coordinate With Municipalities To Create Plans To Address Homelessness,2021-06-16,130
75bb75e2-f06c-4ab9-a578-80953bc0e2be,-0.9552238805970148,64,3,0,50,An Act To Fund Collective Bargaining Agreements With Executive Branch Employees,2021-07-19,130
a2630f3f-5dec-45ff-b5d3-2ed145188440,-0.9554527750730282,77,2,1,51,An Act To Eliminate Maine Clean Election Act Funding For Candidates In Gubernatorial Races,2021-06-02,130
dd3d0510-2389-4000-bb80-de7471a9748a,-0.9568264014466544,77,2,1,55,"Resolve, To Establish The Commission To Create A Plan To Incorporate The Probate Courts Into The Judicial Branch",2021-06-14,130
a3b95e50-2f64-4755-b037-d6b59fdbf0e8,-0.96,72,3,0,57,An Act To Increase Funding For The Animal Welfare Fund By Increasing Certain Fees,2022-04-19,130
816f685b-060e-4455-9ad8-03b94fedd4cf,-0.9605263157894736,73,3,0,59,An Act To Provide Transparency Regarding State Contracts During A State Of Emergency,2021-06-14,130
fafb8ad5-8001-4987-a917-0265c614841e,-0.9615384615384616,75,3,0,55,An Act To Amend The Law Regarding Advance Health Care Directives,2021-06-17,130
ffb4d7f7-46fd-4b6c-99c5-5d711e12e496,-0.9615384615384616,75,3,0,58,An Act Relating To Personnel Working In Public Safety,2021-06-03,130
850b079b-0523-46a5-af06-27a918acc9fa,-0.9545454545454546,21,1,0,12,An Act To Promote School Attendance By Exempting Virtual Public Charter School And Private School Students From Immunization Requirements,2021-06-07,130
3ac598db-1489-4aa7-87f0-c13ad7135e2b,-0.9545454545454546,21,1,0,13,An Act To Promote Transparency And Public Safety When Public Servants Request Towing Services,2021-06-16,130
34e3f489-9501-4d7c-9f3e-227818ef23f4,-0.9523809523809524,20,1,0,13,An Act To Increase Hospital Bed Capacity By Eliminating The Certificate Of Need For Outside Hospital Beds,2021-06-02,130
6de71fb2-0421-47ab-b50c-d2e40192dd97,-0.9526967285587976,77,1,2,56,An Act To Prevent Homelessness By Establishing The Rental Relief Fund Within The Maine State Housing Authority,2021-06-03,130
7e92af4e-3a92-4a16-bb62-e24be132a6df,-0.9529630613871912,69,2,1,52,An Act To Establish Resentencing Units In The Attorney General's Office And All Maine Prosecutorial Districts,2021-06-17,130
ea96503c-6f29-45b8-b928-7f1e243e0c2b,-0.9545454545454546,21,1,0,13,An Act To Restrict Maine Law Enforcement Participation In Federal Firearm Confiscation Or Buy-Back Programs Without Legislative Approval,2021-06-14,130
aa80ebc7-e392-4c41-bbc4-08b024b88b65,-0.9545454545454546,21,1,0,12,An Act To Increase The Availability Of Health Care Services By Eliminating The Certificate Of Need For All Health Care Services,2021-06-10,130
f6d8815b-2dd5-4117-91c6-9518c2c5d6de,-0.9545454545454546,21,1,0,12,An Act Directing The Maine Center For Disease Control And Prevention To Release Annually Public Health Data Regarding Certain Fatalities And Hospitalizations,2021-06-10,130
1b8d4a50-47f8-4006-a394-bbd035cda497,-0.9545454545454546,21,1,0,12,An Act To Create Fairness In The Treatment Of Students By Retaining Students With Certain Vaccine Exemptions,2021-06-07,130
def9a5ed-8290-420a-b650-406816fda79a,-0.9545454545454546,21,1,0,13,An Act To Promote Highway Safety By Restricting The Use Of Marijuana And Possession Of An Open Marijuana Container In A Motor Vehicle,2021-06-08,130
03b76f82-6c92-4958-b809-1b61804ffff3,-0.9411764705882352,69,0,3,48,An Act To Fund The State's Free Health Clinics,2021-07-01,130
e1f22493-9f04-4b2e-8228-3a2775bd481c,-0.9411764705882352,16,1,0,12,An Act To Create A Comprehensive Permit Process For The Construction Of Affordable Housing,2022-04-11,130
9e496c1e-512c-484f-b685-c01db261528c,-0.9157509157509158,77,1,4,52,"Resolve, To Ensure The Health And Wellness Of Older Residents Of The State",2021-06-15,130
012831c1-3aa4-491b-959e-6380f5263c53,-0.915931063472047,74,4,2,59,An Act To Establish A Conditional Presumption Of Compensability For Certain Employees In Cases Of Impairment From Hypertension Or Heart Disease,2021-06-08,130
f945b4e6-2666-4f1d-9ff1-67fd61dd92b0,-0.9166666666666666,19,0,1,11,An Act To Update The Consumer Credit Laws Related To Legal Funding Practices,2022-03-29,130
5ec9c6a2-8d01-458d-a10f-238120f6e61d,-0.9166666666666666,18,0,1,11,An Act To Improve Solid Waste Management,2022-04-11,130
1455888e-b207-4eec-9dcc-8214a336791d,-0.9166666666666666,22,0,1,11,An Act To Protect Women's Single-Sex Shelters,2021-06-17,130
53db5002-94e4-4ced-828e-987c52409c5f,-0.9166666666666666,20,0,1,11,An Act Concerning Nondisclosure Agreements In Employment,2022-04-07,130
e69ffe0a-634b-4c90-8c85-aee48f81e908,-0.9166666666666666,22,0,1,11,An Act To Improve Maine's Tax Laws By Providing A Property Tax Exemption For Central Labor Councils,2021-03-30,130
1f00b47c-2df6-4e2b-babf-595f3da0abaa,-0.9230769230769232,21,0,1,12,An Act To Limit The Governor's Emergency Powers By Requiring A Two-Thirds Vote Of The Legislature To Continue An Emergency After 90 Days,2021-06-03,130
d98d9fd7-153e-4d16-a611-63ce31d6fb98,-0.9230769230769232,21,0,1,12,An Act To Increase Campaign Finance Transparency And Accountability In Municipal Elections,2022-03-22,130
2fbe89b1-384b-48d7-ab6f-7394f03f4f95,-0.9230769230769232,21,0,1,12,An Act To Establish Juneteenth As A Paid State Holiday,2021-04-28,130
502d56ba-aa7d-486d-8ab5-d101d876efc4,-0.91545709192768,72,5,1,50,"Resolve, Directing The Workers' Compensation Board To Study The Impact Of Workers' Compensation Laws On Certain Public Sector Employees",2021-06-03,130
40ad4c5c-3874-4858-bac3-5bf1001ca205,-0.9090909090909092,18,0,1,10,An Act To Ensure Transmission And Distribution Utility Accountability,2022-04-25,130
bcbcc5e6-fcd1-42f9-bfd7-b8be7b3ed6e9,-0.9090909090909092,18,0,1,10,An Act To Implement Recommendations Regarding The Incorporation Of Equity Considerations In Regulatory Decision Making,2022-04-25,130
246bac85-d34b-469e-91a2-6528353605ef,-0.9090909090909092,20,2,0,11,An Act To Establish The Covid-19 Patient Bill Of Rights,2021-03-11,130
ad36f0c5-49c0-488a-99a9-7c297be74dea,-0.9090909090909092,20,2,0,13,An Act To Restore A School District's Ability To Authorize New Types Of Schools And Programs,2021-06-08,130
f839013a-3969-47d6-89e6-fe1e6f34933a,-0.9090909090909092,20,2,0,13,An Act To Amend Certain Provisions Of Maine's Drug Laws,2021-06-16,130
db735158-2617-4048-ad09-766a9e5f97c8,-0.9090909090909092,20,2,0,12,An Act To Amend The Laws Governing Vaccines By Reinstating Religious Exemptions,2021-06-07,130
df36dc7c-fa35-460f-9c5f-602ed65f07be,-0.9090909090909092,20,2,0,12,An Act To Prevent The Spread Of Infectious Disease In Schools,2021-06-09,130
b2a19192-0d01-4648-b85a-24d864fc7bf1,-0.912280701754386,76,0,5,52,"An Act To Serve The Public Interest, Promote Journalism And Save Jobs By Restoring The Sales And Use Tax Exemption For Newspapers",2021-06-14,130
a0b1a23e-0f26-4751-95b7-7de1aed88c73,-0.9130116959064328,67,5,1,56,An Act To Establish The Maine Forest Advisory Board,2021-07-19,130
ed99fca8-3707-4434-b478-562357f5ff71,-0.9230769230769232,21,0,1,12,An Act To Advance Energy Storage In Maine,2021-06-15,130
cb37c8c3-0322-4e67-a8e7-83e91bcc1bcc,-0.94,69,0,3,47,An Act To Support And Improve Municipal Recycling Programs And Save Taxpayer Money,2021-07-01,130
5b45cbc1-42d2-44de-9b2c-a70145465cd0,-0.9245283018867924,77,0,4,49,An Act To Prohibit The Contamination Of Clean Soils With So-Called Forever Chemicals,2022-04-15,130
b801e370-ced4-452a-8ded-3d6b2ca4be17,-0.9248456461571216,75,2,3,58,An Act To Facilitate Maine's Climate Goals By Encouraging Use Of Electric Vehicles,2021-06-30,130
854330ca-651a-40ef-8223-f82922b1367b,-0.92706449668475,77,2,3,60,An Act To Define Intentional Balloon Releases As Litter,2021-05-19,130
